Source;Target;Type;Id;Label;Weight
526;124;Directed;437;;1.0
526;354;Directed;961;;1.0
526;371;Directed;998;;1.0
526;479;Directed;1254;;1.0
529;23;Directed;205;;1.0
529;64;Directed;262;;1.0
529;124;Directed;431;;1.0
529;416;Directed;1014;;1.0
530;124;Directed;430;;1.0
530;329;Directed;828;;1.0
531;124;Directed;427;;1.0
531;147;Directed;465;;1.0
531;172;Directed;530;;1.0
531;247;Directed;658;;1.0
531;437;Directed;1071;;1.0
532;32;Directed;180;;1.0
532;124;Directed;429;;1.0
534;124;Directed;426;;1.0
534;225;Directed;595;;1.0
534;250;Directed;626;;1.0
535;124;Directed;425;;1.0
535;193;Directed;573;;1.0
535;225;Directed;593;;1.0
535;250;Directed;624;;1.0
535;251;Directed;635;;1.0
535;280;Directed;707;;1.0
535;416;Directed;1005;;1.0
535;467;Directed;1149;;1.0
535;546;Directed;115;;1.0
537;124;Directed;424;;1.0
537;162;Directed;498;;2.0
537;270;Directed;725;;1.0
537;456;Directed;1109;;1.0
538;124;Directed;422;;1.0
538;168;Directed;485;;1.0
538;364;Directed;897;;1.0
538;397;Directed;997;;1.0
538;408;Directed;971;;1.0
538;446;Directed;1093;;1.0
538;499;Directed;1253;;1.0
538;514;Directed;28;;1.0
539;124;Directed;421;;1.0
539;198;Directed;577;;1.0
539;373;Directed;951;;1.0
539;416;Directed;1042;;1.0
543;124;Directed;413;;1.0
543;209;Directed;583;;1.0
543;316;Directed;789;;1.0
543;415;Directed;1022;;1.0
544;112;Directed;379;;1.0
544;124;Directed;403;;1.0
544;275;Directed;710;;1.0
544;416;Directed;1019;;1.0
544;420;Directed;1032;;1.0
547;4;Directed;92;;1.0
547;195;Directed;513;;1.0
547;545;Directed;81;;1.0
548;124;Directed;361;;1.0
548;209;Directed;529;;1.0
548;316;Directed;748;;1.0
548;415;Directed;968;;1.0
549;124;Directed;395;;1.0
549;258;Directed;634;;1.0
549;389;Directed;916;;1.0
550;124;Directed;397;;1.0
550;147;Directed;401;;1.0
550;353;Directed;885;;1.0
550;467;Directed;1107;;1.0
551;124;Directed;396;;1.0
551;382;Directed;905;;1.0
551;416;Directed;973;;1.0
551;484;Directed;1143;;1.0
552;28;Directed;140;;2.0
552;124;Directed;394;;2.0
552;130;Directed;383;;1.0
552;186;Directed;487;;1.0
552;249;Directed;596;;1.0
552;398;Directed;924;;1.0
556;60;Directed;237;;1.0
556;124;Directed;381;;1.0
556;455;Directed;1052;;1.0
556;480;Directed;1153;;1.0
556;516;Directed;1241;;1.0
557;124;Directed;378;;2.0
557;270;Directed;668;;1.0
558;33;Directed;164;;1.0
558;124;Directed;377;;1.0
558;250;Directed;605;;1.0
558;445;Directed;1073;;1.0
